indicator,year,value
Loans_total,2011,-15.4438644849764
Loans_total,2012,33.213123013524
Loans_total,2013,8.03846468346771
Loans_total,2014,42.1938826484362
Loans_total,2015,44.8825616511522
Loans_total,2016,44.0765570530997
Loans_total,2017,49.6551408498122
Loans_total,2018,53.3587846430429
Loans_total,2019,44.6221141320411
Loans_total,2020,34.4863376518758
Loans_total,2021,39.4161111621307
Loans_total,2022,38.7644767154676
Loans_total,2023,47.4448207049888
Loans_total,2024,271.974070344677
