indicator_name,year,value,change_per_year
bank_nonperforming_loans_to_total_gross_loans_,2011,1.9042059394074,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2011,1.9042059394074,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2011,1.9042059394074,
bank_nonperforming_loans_to_total_gross_loans_,2012,6.72327958982541,253.0752347047995156
bank_nonperforming_loans_to_total_gross_loans_,2012,6.72327958982541,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2012,6.72327958982541,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2013,4.84439636539416,-27.9459332209630866
bank_nonperforming_loans_to_total_gross_loans_,2013,4.84439636539416,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2013,4.84439636539416,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2014,9.36516719804562,93.3195901339842473
bank_nonperforming_loans_to_total_gross_loans_,2014,9.36516719804562,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2014,9.36516719804562,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2015,8.39790781352825,-10.3282660529458947
bank_nonperforming_loans_to_total_gross_loans_,2015,8.39790781352825,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2015,8.39790781352825,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2016,8.8585217562526,5.4848654325824307
bank_nonperforming_loans_to_total_gross_loans_,2016,8.8585217562526,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2016,8.8585217562526,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2017,8.89566055291347,0.41924372579043864515
bank_nonperforming_loans_to_total_gross_loans_,2017,8.89566055291347,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2017,8.89566055291347,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2018,9.88732966644866,11.1477850086175178
bank_nonperforming_loans_to_total_gross_loans_,2018,9.88732966644866,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2018,9.88732966644866,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2019,8.90213335235847,-9.9642304578284958
bank_nonperforming_loans_to_total_gross_loans_,2019,8.90213335235847,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2019,8.90213335235847,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2020,7.73754873370445,-13.0820846257653842
bank_nonperforming_loans_to_total_gross_loans_,2020,7.73754873370445,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2020,7.73754873370445,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2021,7.96907960398037,2.9923025785592907
bank_nonperforming_loans_to_total_gross_loans_,2021,7.96907960398037,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2021,7.96907960398037,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2022,8.72436040117116,9.4776415185204675
bank_nonperforming_loans_to_total_gross_loans_,2022,8.72436040117116,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2022,8.72436040117116,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2023,9.56912775275673,9.6828571120487899
bank_nonperforming_loans_to_total_gross_loans_,2023,9.56912775275673,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2023,9.56912775275673,0.00000000000000000000
bank_nonperforming_loans_to_total_gross_loans_,2024,,
bank_nonperforming_loans_to_total_gross_loans_,2024,,
bank_nonperforming_loans_to_total_gross_loans_,2024,,
broad_money_of_gdp_,2011,59.8117683130297,0.00000000000000000000
broad_money_of_gdp_,2011,59.8117683130297,0.00000000000000000000
broad_money_of_gdp_,2011,59.8117683130297,1.8143677674309766
broad_money_of_gdp_,2012,60.7424608294873,0.00000000000000000000
broad_money_of_gdp_,2012,60.7424608294873,1.5560357814314164
broad_money_of_gdp_,2012,60.7424608294873,0.00000000000000000000
broad_money_of_gdp_,2013,61.399914294208,0.00000000000000000000
broad_money_of_gdp_,2013,61.399914294208,1.0823622483229073
broad_money_of_gdp_,2013,61.399914294208,0.00000000000000000000
broad_money_of_gdp_,2014,63.3375540979273,0.00000000000000000000
broad_money_of_gdp_,2014,63.3375540979273,0.00000000000000000000
broad_money_of_gdp_,2014,63.3375540979273,3.1557695576491744
