,indicator_name,year,value,change_per_year
0,unemployed_rate,2011,3.71,
1,unemployed_rate,2012,4.04,8.89487870619947
2,unemployed_rate,2013,4.43,9.65346534653464
3,unemployed_rate,2014,4.41,-0.4514672686230181
4,unemployed_rate,2015,4.42,0.22675736961450532
5,unemployed_rate,2016,4.35,-1.5837104072398245
6,unemployed_rate,2017,4.37,0.45977011494253706
7,unemployed_rate,2018,4.3,-1.6018306636155666
8,unemployed_rate,2019,4.29,-0.23255813953487747
