,indicator_name,year,value,change_per_year
0,inflation_rate,2011,11.5,
1,inflation_rate,2012,6.2,-46.08695652173913
2,inflation_rate,2013,7.5,20.967741935483875
3,inflation_rate,2014,7.0,-6.666666666666665
4,inflation_rate,2015,6.2,-11.428571428571422
5,inflation_rate,2016,5.7,-8.064516129032262
6,inflation_rate,2017,5.6,-1.7543859649122862
7,inflation_rate,2018,5.6,0.0
8,inflation_rate,2019,5.5,-1.7857142857142794
