,indicator_name,year,value,change_per_year
0,total_investment,2011,27.42,
1,total_investment,2012,28.26,3.063457330415753
2,total_investment,2013,28.39,0.4600141542816738
3,total_investment,2014,28.58,0.6692497358224747
4,total_investment,2015,28.89,1.0846745976207162
5,total_investment,2016,29.65,2.6306680512288017
6,total_investment,2017,30.51,2.900505902192263
7,total_investment,2018,31.23,2.359882005899694
8,total_investment,2019,31.6,1.1847582452769734
