,indicator_name,year,value,change_per_year
0,government_debt,2011,36.6,
1,government_debt,2012,36.2,-1.0928961748633892
2,government_debt,2013,35.8,-1.1049723756906271
3,government_debt,2014,35.3,-1.3966480446927387
4,government_debt,2015,33.6,-4.815864022662875
5,government_debt,2016,33.3,-0.8928571428571508
6,government_debt,2017,32.6,-2.102102102102088
7,government_debt,2018,34.0,4.294478527607359
8,government_debt,2019,33.5,-1.4705882352941124
